bid,delayTime,epic,expiry,high,instrumentName,instrumentType,lotSize,low,marketStatus,netChange,offer,otcTradeable,percentageChange,scalingFactor,streamingPricesAvailable,updateTime,updateTimeUTC296.0,0,DO.D.DASX.63.IP,27-NOV-19,313.5,Daily Australia 200 6540 CALL,OPT_INDICES,10,217.0,TRADEABLE,6836.5,297.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.64.IP,27-NOV-19,3.0,Daily Australia 200 6540 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
276.0,0,DO.D.DASX.61.IP,27-NOV-19,293.5,Daily Australia 200 6560 CALL,OPT_INDICES,10,197.0,TRADEABLE,6836.5,277.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.62.IP,27-NOV-19,3.0,Daily Australia 200 6560 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
256.0,0,DO.D.DASX.60.IP,27-NOV-19,273.5,Daily Australia 200 6580 CALL,OPT_INDICES,10,177.0,TRADEABLE,6836.5,257.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.59.IP,27-NOV-19,3.0,Daily Australia 200 6580 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
236.0,0,DO.D.DASX.58.IP,27-NOV-19,253.5,Daily Australia 200 6600 CALL,OPT_INDICES,10,157.0,TRADEABLE,6836.5,237.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.57.IP,27-NOV-19,3.0,Daily Australia 200 6600 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
216.0,0,DO.D.DASX.56.IP,27-NOV-19,233.5,Daily Australia 200 6620 CALL,OPT_INDICES,10,137.0,TRADEABLE,6836.5,217.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.55.IP,27-NOV-19,3.0,Daily Australia 200 6620 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
196.0,0,DO.D.DASX.54.IP,27-NOV-19,213.5,Daily Australia 200 6640 CALL,OPT_INDICES,10,117.0,TRADEABLE,6836.5,197.0,True,0.86,1,True,4743000,02:19:03
0.0,0,DO.D.DASX.53.IP,27-NOV-19,3.0,Daily Australia 200 6640 PUT,OPT_INDICES,10,0.0,TRADEABLE,6836.5,2.0,True,0.86,1,True,80101000,23:15:01
