bid,delayTime,epic,expiry,high,instrumentName,instrumentType,lotSize,low,marketStatus,netChange,offer,otcTradeable,percentageChange,scalingFactor,streamingPricesAvailable,updateTime,updateTimeUTC
5817.5,0,EN.D.CL.FWS2.IP,JAN-20,5849.0,Oil - US Crude ($10),COMMODITIES,10,5810.5,TRADEABLE,-16.0,5823.5,True,-0.27,1,True,-1559000,00:34:01
2450.0,0,CO.D.CFI.FN1C.IP,DEC-20,2456.0,Carbon Emissions (€1),COMMODITIES,10,2450.0,EDITS_ONLY,0.0,2456.0,True,0.0,1,True,82255000,23:50:55
2435.0,0,CO.D.CFI.FWS1.IP,DEC-19,2441.0,Carbon Emissions (€10),COMMODITIES,10,2435.0,EDITS_ONLY,0.0,2441.0,True,0.0,1,True,57595000,16:59:55
2450.0,0,CO.D.CFI.FWJ3.IP,DEC-20,2456.0,Carbon Emissions (€10),COMMODITIES,10,2450.0,EDITS_ONLY,0.0,2456.0,True,0.0,1,True,82255000,23:50:55
2450.0,0,CO.D.CFI.FWS3.IP,DEC-20,2456.0,Carbon Emissions (€10),COMMODITIES,10,2450.0,EDITS_ONLY,0.0,2456.0,True,0.0,1,True,82255000,23:50:55
2638.9,0,CC.D.FCPO.UNC.IP,-,2683.1,Crude Palm Oil,COMMODITIES,25,2602.3,EDITS_ONLY,-29.6,2650.9,True,-1.11,1,True,32398000,09:59:58
19514.0,0,CC.D.HO.UNC.IP,-,19607.0,Heating Oil ($4.20),COMMODITIES,4,19497.0,TRADEABLE,-46.0,19534.0,True,-0.24,1,True,-1559000,00:34:01
19532.0,0,EN.D.HO.FWS1.IP,DEC-19,19637.0,Heating Oil ($4.20),COMMODITIES,4,19513.0,TRADEABLE,-48.0,19562.0,True,-0.24,1,True,-1592000,00:33:28
19508.0,0,EN.D.HO.FWS2.IP,JAN-20,19610.0,Heating Oil ($4.20),COMMODITIES,4,19490.0,TRADEABLE,-45.0,19538.0,True,-0.23,1,True,-1592000,00:33:28
589.0,0,EN.D.LGO.FWS1.IP,DEC-19,592.3,London Gas Oil ($100),COMMODITIES,100,587.3,EDITS_ONLY,-1.4,590.0,True,-0.24,1,True,82223000,23:50:23
