bid,delayTime,epic,expiry,high,instrumentName,instrumentType,lotSize,low,marketStatus,netChange,offer,otcTradeable,percentageChange,scalingFactor,streamingPricesAvailable,updateTime,updateTimeUTC
9282.5,0,IX.D.IBEX.FWS1.IP,DEC-19,9305.6,Spain 35 (€10),INDICES,10,9266.9,TRADEABLE,13.5,9300.5,True,0.15,1,True,-1613000,00:33:07
9330.1,0,IX.D.IBEX.MTF.IP,-,9347.2,Spain 35 Cash (€1),INDICES,10,9314.5,TRADEABLE,9.0,9342.1,True,0.1,1,True,-1613000,00:33:07
9330.1,0,IX.D.IBEX.IFD.IP,-,9347.2,Spain 35 Cash (€10),INDICES,10,9314.5,TRADEABLE,9.0,9342.1,True,0.1,1,True,-1613000,00:33:07
12.9,0,IN.D.VSTOXX.FWM1.IP,DEC-19,13.06,EU Volatility Index (€200),INDICES,200,12.75,EDITS_ONLY,-0.08,12.9,True,-0.62,1,True,72000000,21:00:00
14.9,0,IN.D.VSTOXX.FWM4.IP,JAN-20,15.16,EU Volatility Index (€200),INDICES,200,14.85,EDITS_ONLY,-0.13,14.9,True,-0.86,1,True,72000000,21:00:00
,0,IN.D.VIX.FWM5.IP,DEC-19,14.08,Volatility Index ($200),INDICES,200,13.85,TRADEABLE,0.13,,True,0.94,1,True,-1629000,00:32:51
,0,IN.D.VIX.FWM3.IP,JAN-20,16.18,Volatility Index ($200),INDICES,200,16.03,TRADEABLE,0.0,,True,0.0,1,True,81800000,23:43:20
11626.6,0,IX.D.TAIEX.IFU.IP,-,11657.7,Taiwan Index Cash ($1),INDICES,1,11586.7,TRADEABLE,24.2,11650.6,True,0.21,1,True,-1613000,00:33:07
11626.6,0,IX.D.TAIEX.IFM.IP,-,11657.7,Taiwan Index Cash (NT$50),INDICES,50,11586.7,TRADEABLE,24.2,11650.6,True,0.21,1,True,-1613000,00:33:07
6816.0,0,IX.D.ASX.FWM3.IP,DEC-19,6829.0,Australia 200 (A$5),INDICES,5,6759.5,TRADEABLE,23.0,6819.0,True,0.34,1,True,-1607000,00:33:13
6815.1,0,IX.D.ASX.IFM.IP,-,6826.1,Australia 200 Cash (A$5),INDICES,5,6757.6,TRADEABLE,36.5,6816.1,True,0.54,1,True,-1607000,00:33:13
13251.3,0,IX.D.DAX.FWM1.IP,DEC-19,13271.0,Germany 30 (€5),INDICES,5,13223.3,TRADEABLE,14.8,13263.3,True,0.11,1,True,-1608000,00:33:12
